wall_time,step,value
1787787754.9028068,1000,0.0
1787787759.7563875,2000,0.0
1787787764.6652675,3000,0.0
1787787769.5988333,4000,0.0
1787787774.477866,5000,0.0
1787787779.361694,6000,0.0
1787787784.2647014,7000,0.0
1787787789.2027462,8000,0.0
1787787794.1487393,9000,0.0
1787787799.0406275,10000,0.0
1787787806.1882813,11000,0.0
1787787813.3489115,12000,0.0
1787787820.8039908,13000,0.0
1787787832.529079,14000,0.0
1787787847.7038832,15000,0.0
1787787862.6997275,16000,0.0
1787787877.696506,17000,0.0
1787787892.7737598,18000,0.0
1787787907.8536568,19000,0.0
1787787922.847993,20000,0.0
1787787937.4335165,21000,0.0
1787787951.6537414,22000,0.0
1787787965.843039,23000,0.0
1787787979.9975014,24000,0.0
1787787994.2185712,25000,0.0
1787788008.3995728,26000,0.0
1787788022.62443,27000,0.0
1787788036.7829082,28000,0.0
1787788050.9090228,29000,0.0
1787788064.9910247,30000,0.0
1787788078.9839487,31000,0.0
1787788093.0569308,32000,0.25
1787788107.190497,33000,0.0
1787788121.2360122,34000,0.3333333432674408
1787788135.338804,35000,0.0
1787788149.4721518,36000,0.0
1787788163.4264517,37000,0.5
1787788177.6372766,38000,0.0
1787788191.5775409,39000,0.0
1787788205.5613317,40000,0.3333333432674408
1787788219.569979,41000,0.5
1787788233.5335803,42000,1.0
1787788247.5013843,43000,1.0
1787788261.4719632,44000,1.0
1787788275.4826632,45000,1.0
1787788289.457739,46000,1.0
1787788303.4564757,47000,1.0
1787788317.481851,48000,1.0
1787788331.428685,49000,1.0
1787788345.4225914,50000,1.0
1787788359.4224508,51000,1.0
1787788373.4707952,52000,1.0
1787788387.4072635,53000,1.0
1787788401.3098962,54000,1.0
1787788415.316219,55000,1.0
1787788429.2011137,56000,1.0
1787788443.1616282,57000,1.0
1787788457.1742892,58000,1.0
1787788471.105798,59000,1.0
1787788485.1084487,60000,1.0
1787788498.9709613,61000,1.0
1787788512.8955476,62000,1.0
1787788526.8343098,63000,1.0
1787788540.8576634,64000,1.0
1787788554.8713124,65000,1.0
1787788568.9051876,66000,1.0
1787788582.8324432,67000,1.0
1787788596.852639,68000,1.0
1787788610.830999,69000,1.0
1787788624.8648,70000,1.0
1787788638.8048708,71000,1.0
1787788652.7084494,72000,1.0
1787788666.6985164,73000,1.0
1787788680.737231,74000,1.0
1787788694.7128556,75000,1.0
1787788708.7838101,76000,1.0
1787788722.6601958,77000,1.0
1787788736.6568563,78000,1.0
1787788750.674444,79000,1.0
1787788764.7179542,80000,1.0
1787788778.7394934,81000,1.0
1787788792.7462592,82000,1.0
1787788806.736028,83000,0.5
1787788820.749013,84000,1.0
1787788834.775616,85000,1.0
1787788848.7256556,86000,1.0
1787788862.7223458,87000,1.0
1787788876.6310177,88000,1.0
1787788890.55188,89000,1.0
1787788904.6653364,90000,0.6666666865348816
1787788918.6648834,91000,1.0
1787788932.6150308,92000,1.0
1787788946.6106544,93000,1.0
1787788960.6370888,94000,1.0
1787788974.5971959,95000,1.0
1787788988.6561089,96000,1.0
1787789002.6483295,97000,0.5
1787789016.6644115,98000,1.0
1787789030.6355708,99000,1.0
1787789044.6408598,100000,1.0
1787789058.6880386,101000,1.0
1787789072.6174903,102000,1.0
1787789086.6024423,103000,1.0
1787789100.643972,104000,1.0
1787789114.6445963,105000,1.0
1787789128.6677861,106000,1.0
1787789142.7332628,107000,1.0
1787789156.7107687,108000,1.0
1787789170.67668,109000,1.0
1787789184.6260912,110000,1.0
1787789198.611561,111000,1.0
1787789212.650415,112000,1.0
1787789226.710803,113000,1.0
1787789240.836414,114000,1.0
1787789254.815744,115000,1.0
1787789268.836804,116000,1.0
1787789282.7747598,117000,1.0
1787789296.811754,118000,1.0
1787789310.9371915,119000,1.0
1787789324.9731245,120000,1.0
1787789339.0987518,121000,1.0
1787789353.1821222,122000,1.0
1787789367.3623405,123000,1.0
1787789381.3831146,124000,1.0
1787789395.4359655,125000,1.0
1787789409.5283086,126000,1.0
1787789423.5447125,127000,1.0
1787789437.568071,128000,1.0
1787789451.6170819,129000,1.0
1787789465.6019783,130000,1.0
1787789479.732157,131000,1.0
1787789493.6689425,132000,1.0
1787789507.7294667,133000,1.0
1787789521.757744,134000,1.0
1787789535.718695,135000,1.0
1787789549.7753835,136000,1.0
1787789563.8341906,137000,1.0
1787789577.870008,138000,1.0
1787789591.869046,139000,1.0
1787789605.944242,140000,1.0
1787789620.0214567,141000,1.0
1787789633.97907,142000,1.0
1787789648.0409772,143000,1.0
1787789662.0614457,144000,1.0
1787789675.9897728,145000,1.0
1787789690.0472927,146000,1.0
1787789704.062522,147000,1.0
1787789718.0559185,148000,1.0
1787789732.042043,149000,1.0
1787789745.9924934,150000,1.0
1787789760.0318007,151000,1.0
1787789773.987906,152000,1.0
1787789788.0017154,153000,1.0
1787789802.074502,154000,1.0
1787789816.0447123,155000,1.0
1787789830.0420144,156000,1.0
1787789844.0572922,157000,1.0
1787789858.0790992,158000,1.0
1787789871.982144,159000,1.0
1787789885.9926887,160000,1.0
1787789899.9686234,161000,1.0
1787789913.945565,162000,1.0
1787789928.0957992,163000,1.0
1787789942.035799,164000,1.0
1787789956.1427312,165000,1.0
1787789970.0586848,166000,1.0
1787789983.9825583,167000,1.0
1787789997.97477,168000,1.0
1787790011.8466318,169000,1.0
1787790025.9160407,170000,1.0
1787790039.9058063,171000,1.0
1787790053.9765184,172000,1.0
1787790067.9933157,173000,1.0
1787790082.1217206,174000,1.0
1787790096.1323984,175000,1.0
1787790110.1358297,176000,1.0
1787790124.1097505,177000,1.0
1787790138.1310558,178000,1.0
1787790152.067663,179000,1.0
1787790165.983261,180000,1.0
1787790179.871412,181000,1.0
1787790193.8746533,182000,1.0
1787790207.9574175,183000,1.0
1787790221.982503,184000,1.0
1787790235.927397,185000,1.0
1787790250.029966,186000,1.0
1787790264.1015449,187000,1.0
1787790278.1486695,188000,0.5
1787790292.1703455,189000,1.0
1787790306.2304215,190000,1.0
1787790320.3701806,191000,1.0
1787790334.4197836,192000,1.0
1787790348.4441795,193000,1.0
1787790362.4656065,194000,1.0
1787790376.4716485,195000,1.0
1787790390.3800774,196000,1.0
1787790404.3501518,197000,1.0
1787790418.3269045,198000,1.0
1787790432.3898337,199000,1.0
1787790446.4172816,200000,1.0
1787790460.4013503,201000,1.0
1787790474.363515,202000,1.0
1787790488.328879,203000,1.0
1787790502.3483691,204000,1.0
1787790516.3421612,205000,1.0
1787790530.3292336,206000,1.0
1787790544.3548417,207000,1.0
1787790558.379332,208000,1.0
1787790572.409294,209000,1.0
1787790586.3919115,210000,1.0
1787790600.5531492,211000,1.0
1787790614.5216045,212000,1.0
1787790628.5847278,213000,1.0
1787790642.640141,214000,1.0
1787790656.679431,215000,1.0
1787790670.854574,216000,1.0
1787790684.7982082,217000,1.0
1787790698.796289,218000,1.0
1787790712.8286386,219000,1.0
1787790726.8338223,220000,1.0
1787790740.7124352,221000,1.0
1787790754.7449903,222000,1.0
1787790768.7779555,223000,1.0
1787790782.776055,224000,1.0
1787790796.7791457,225000,1.0
1787790810.751012,226000,1.0
1787790824.833737,227000,1.0
1787790838.8530657,228000,1.0
1787790852.887017,229000,1.0
1787790867.0322948,230000,1.0
1787790881.1209972,231000,1.0
1787790895.0617256,232000,1.0
1787790909.0618074,233000,1.0
1787790923.0738573,234000,1.0
1787790937.0660203,235000,1.0
1787790951.1559243,236000,1.0
1787790965.1857822,237000,1.0
1787790979.1953812,238000,1.0
1787790993.1982152,239000,1.0
1787791007.2223437,240000,1.0
1787791021.2667027,241000,1.0
1787791035.285741,242000,1.0
1787791049.3520422,243000,1.0
1787791063.3758855,244000,1.0
1787791077.417473,245000,1.0
1787791091.5445018,246000,1.0
1787791105.5375788,247000,1.0
1787791119.6181226,248000,1.0
1787791133.6083012,249000,1.0
1787791147.6379814,250000,1.0
1787791161.5733774,251000,1.0
1787791175.564297,252000,1.0
1787791189.5850816,253000,1.0
1787791203.459312,254000,1.0
1787791217.5609283,255000,1.0
1787791231.6048906,256000,1.0
1787791245.5735655,257000,1.0
1787791259.5348835,258000,1.0
1787791273.5298939,259000,1.0
1787791287.4296463,260000,1.0
1787791301.519912,261000,1.0
1787791315.452409,262000,1.0
1787791329.574252,263000,1.0
1787791343.5577762,264000,1.0
1787791357.585809,265000,1.0
1787791371.5880246,266000,1.0
