wall_time,step,value
1787787806.187479,11000,-2.745434284210205
1787787813.3480465,12000,-5.76008939743042
1787787820.8029594,13000,-8.066437721252441
1787787832.5282402,14000,-11.668089866638184
1787787847.7030718,15000,-15.44019603729248
1787787862.6989667,16000,-19.566007614135742
1787787877.6957026,17000,-25.222246170043945
1787787892.7730312,18000,-31.05694580078125
1787787907.8529005,19000,-37.28385925292969
1787787922.8472242,20000,-43.16581726074219
1787787937.4327075,21000,-48.93495559692383
1787787951.652951,22000,-53.19576644897461
1787787965.8423097,23000,-57.50392150878906
1787787979.995226,24000,-60.62514114379883
1787787994.217838,25000,-63.6029167175293
1787788008.3972924,26000,-66.1748275756836
1787788022.6236634,27000,-68.89659118652344
1787788036.7821114,28000,-69.90203857421875
1787788050.9081528,29000,-72.2745132446289
1787788064.9902787,30000,-72.8762435913086
1787788078.983169,31000,-73.85102081298828
1787788093.0561564,32000,-74.6452865600586
1787788107.1896083,33000,-74.02763366699219
1787788121.23526,34000,-74.34881591796875
1787788135.3380508,35000,-74.22418212890625
1787788149.4714644,36000,-74.50664520263672
1787788163.425779,37000,-74.86741638183594
1787788177.6365047,38000,-75.8656234741211
1787788191.5768569,39000,-76.65707397460938
1787788205.5605314,40000,-76.41802978515625
1787788219.5692456,41000,-75.30461883544922
1787788233.5329313,42000,-75.01367950439453
1787788247.5007145,43000,-73.75935363769531
1787788261.4712925,44000,-71.83548736572266
1787788275.4819493,45000,-69.44745635986328
1787788289.4570239,46000,-67.0001449584961
1787788303.4557102,47000,-64.49152374267578
1787788317.481192,48000,-62.04646682739258
1787788331.4279888,49000,-59.13370132446289
1787788345.4219449,50000,-55.99055099487305
1787788359.421737,51000,-52.37492752075195
1787788373.470126,52000,-49.334232330322266
1787788387.4065902,53000,-46.5160026550293
1787788401.3092153,54000,-43.18605422973633
1787788415.3155556,55000,-41.23076629638672
1787788429.200473,56000,-38.503997802734375
1787788443.1609356,57000,-36.54496383666992
1787788457.1736,58000,-34.198486328125
1787788471.1050763,59000,-31.77826499938965
1787788485.107863,60000,-30.02153778076172
1787788498.9702709,61000,-27.719043731689453
1787788512.8948555,62000,-25.52683448791504
1787788526.8335655,63000,-24.046546936035156
1787788540.8569853,64000,-23.019859313964844
1787788554.8705902,65000,-21.207963943481445
1787788568.9045281,66000,-19.690004348754883
