run_tag,seed,env_id,episode_idx,traj_type,rmse_pos,rmse_vel,terminated,steps,total_reward,thrust5_mean_N,thrust5_impulse_frac,w5_mean_rads,w5_max_rads,thrust_total_mean_N,power_mean,heading_err_deg,heading_align,att_err_pd,z_err_mean,traj_amplitude,traj_period,traj_z
A_active,0,0,0,lemniscate,0.1020719422705874,0.10207194227058741,0,500,,0.01636252619600949,0.0002952918165611396,38.99756625494946,109.60585153741494,55.41137707966811,1.0634099984024987,29.869183369420636,3.9233143526673655,0.04570854537805641,0.047086819136671086,1.5,8.0,1.5
A_active,0,0,1,lemniscate,0.10663584771196732,0.10663584771196734,0,500,,0.016709188687544233,0.0003016131076731241,39.4417659692032,114.18137370878186,55.399411572168695,1.063106737385418,29.890505407515295,4.004588817141202,0.04906448513669503,0.04868222758769473,1.5,8.0,1.5
A_active,0,0,2,lemniscate,0.10468007005421978,0.10468007005421981,0,500,,0.017452123425169625,0.0003151984818663993,40.660619455526586,99.02310799912132,55.36867856034573,1.0622018443946122,29.691421498025427,4.031471136560374,0.049627014928972105,0.04904490255149267,1.5,8.0,1.5
A_active,0,1,0,lemniscate,0.10238473879212937,0.10238473879212939,0,500,,0.01540812881072446,0.0002779368609719933,38.424464287941184,97.53332086398242,55.43751468171428,1.0642745837576664,29.816131785053877,3.9175720113194776,0.04716095495741554,0.04622877913168283,1.5,8.0,1.5
A_active,0,1,1,lemniscate,0.10484756264078207,0.1048475626407821,0,500,,0.01625323045114409,0.0002935382174752763,39.49612355745773,101.12550772814618,55.37006591829237,1.0623396098084987,30.20814093082956,3.9458506845734433,0.04832478167135743,0.04734006036697909,1.5,8.0,1.5
A_active,0,1,2,lemniscate,0.10172719099836702,0.10172719099836705,0,500,,0.016400336898760425,0.0002963336172064135,39.50400280312133,97.52877694396312,55.344165988891646,1.0615331371311658,29.899607722356965,3.819342875244477,0.04601284637344635,0.049394956458629534,1.5,8.0,1.5
A_active,0,2,0,lemniscate,0.10469559691139271,0.10469559691139273,0,500,,0.017296962397470948,0.00031217855258533104,40.48199937810722,115.11584280727637,55.407273351179334,1.0632882906597478,30.34856597085159,3.8196853249728693,0.049892689459384555,0.05030509215630659,1.5,8.0,1.5
A_active,0,2,1,lemniscate,0.1031592419977799,0.10315924199777991,0,500,,0.017048473222053318,0.000308209990828767,40.26761117838527,100.25985515396466,55.314473019549126,1.0606738442634005,29.843471823348562,3.841011313391717,0.04538567041415669,0.04867396731079352,1.5,8.0,1.5
A_active,0,2,2,lemniscate,0.10175549758336346,0.10175549758336347,0,500,,0.01677782489158582,0.00030293632919270436,40.07856265186324,94.31529336309322,55.383997476621836,1.0626582885930373,30.035469171273988,3.898235543013721,0.04731273471513795,0.04755669723993924,1.5,8.0,1.5
A_active,0,3,0,lemniscate,0.1034575550932788,0.1034575550932788,0,500,,0.01768758754799416,0.0003195772084242964,40.91516898119183,113.43618671267204,55.346836638333414,1.0615717876650783,29.749394607962,4.129521905939307,0.04912339823960186,0.044927597004883336,1.5,8.0,1.5
A_active,0,3,1,lemniscate,0.10045246950907821,0.10045246950907824,0,500,,0.01752702600534967,0.00031641848993674916,41.254493862511296,106.96383140913068,55.3919147040151,1.0629179836103613,30.154050293383985,4.054654588148994,0.044648914069536666,0.04758646552184729,1.5,8.0,1.5
A_active,0,3,2,lemniscate,0.10417113108117662,0.10417113108117664,0,500,,0.017491584520176004,0.00031536585228733886,40.67933699284781,99.54140038872252,55.46442138015286,1.0649786327926785,30.08076098067401,4.152778202362826,0.04644919424367861,0.04773383866636544,1.5,8.0,1.5
B_dead,0,0,0,lemniscate,0.10300712051153703,0.10300712051153704,0,500,,0.003633660267181505,6.551486137570458e-05,16.451914994265675,65.01037394044361,55.46314516860148,1.0653168990689215,30.339197365399837,4.090737138144293,0.04949327354139462,0.04591671389226795,1.5,8.0,1.5
B_dead,0,0,1,lemniscate,0.1079576488830503,0.10795764888305032,0,500,,0.0033061523012241694,5.968041175151579e-05,16.037317152128256,55.47916689906877,55.39761211751691,1.063445281747433,30.141354070008724,3.9879484699574013,0.04895275769332011,0.050702667065892965,1.5,8.0,1.5
B_dead,0,0,2,lemniscate,0.10315897306458346,0.10315897306458349,0,500,,0.0037208811845459507,6.716114633163141e-05,16.818451741852442,63.02214156997897,55.40228819461794,1.06361327656275,29.818726552215004,4.0743226182827215,0.04727104328712354,0.04652735933331321,1.5,8.0,1.5
B_dead,0,1,0,lemniscate,0.10454230510996315,0.10454230510996317,0,500,,0.0031089946170722114,5.617601296344729e-05,15.138905108214912,66.21320318604137,55.34381051740318,1.0619241927872602,30.05983853053361,4.176912393113559,0.04637085913195521,0.05198374069292583,1.5,8.0,1.5
B_dead,0,1,1,lemniscate,0.10379535101811035,0.10379535101811038,0,500,,0.003501505974397186,6.327587462887461e-05,16.257201786770676,81.37712877403973,55.337140654857855,1.0617346469076963,30.11103181274415,4.256254120958083,0.04920943323565092,0.04649537269918808,1.5,8.0,1.5
B_dead,0,1,2,lemniscate,0.10566635664812393,0.10566635664812395,0,500,,0.0033415622819509883,6.032005061851857e-05,15.419195124297115,68.22641738675881,55.397206197388556,1.063439425526635,30.15612844582287,4.237386728497541,0.04731051963185733,0.0481974715073039,1.5,8.0,1.5
B_dead,0,2,0,lemniscate,0.10364610179321695,0.10364610179321697,0,500,,0.0031910790028601365,5.75683166035884e-05,15.574126191172075,60.26984381712432,55.43116754366285,1.0644504600237568,29.92235095714123,3.9337818351599334,0.04742451050991661,0.046799356116599224,1.5,8.0,1.5
B_dead,0,2,1,lemniscate,0.11053854342128787,0.1105385434212879,0,500,,0.003145140133927196,5.6753638787088645e-05,15.238271646410645,55.71509358666596,55.417418180465816,1.0640481292866375,30.234289610264817,3.8924713380663984,0.05141039725435886,0.05226171524627132,1.5,8.0,1.5
B_dead,0,2,2,lemniscate,0.10591257546689477,0.1059125754668948,0,500,,0.003483542468322636,6.280488739134354e-05,16.082728245588886,68.63424365289181,55.46610483697445,1.0654142080257551,30.540486033729433,4.023892659843334,0.04837479866016723,0.046979432350731404,1.5,8.0,1.5
B_dead,0,3,0,lemniscate,0.10839724293415721,0.10839724293415723,0,500,,0.0032241364301126385,5.8161967640324565e-05,15.373411948417827,62.99588223469048,55.43375784758177,1.0645256929442657,30.126602971274878,4.055262053504693,0.04600782622445708,0.05124032530108576,1.5,8.0,1.5
B_dead,0,3,1,lemniscate,0.10626136544802688,0.10626136544802689,0,500,,0.0034248772058774533,6.176542924488247e-05,16.264611014474703,79.76682143857752,55.449743452745764,1.0649308556129553,30.245729821568347,4.019809270948143,0.04832907862001979,0.047684614955517374,1.5,8.0,1.5
B_dead,0,3,2,lemniscate,0.10546852652660665,0.10546852652660667,0,500,,0.0033388986043104904,6.02176719802714e-05,15.73362068396793,69.92203208001645,55.44715520394719,1.064851755677937,29.756834419005717,4.067445206563649,0.050418360133367035,0.04796473236160699,1.5,8.0,1.5
C_removed,0,0,0,lemniscate,0.1019534149614596,0.10195341496145963,0,500,,0.0037158733857345495,6.703030135593047e-05,16.68547000573121,65.75904901411168,55.435725493807425,1.0645918728898538,29.646694683111185,4.154699271683588,0.04897129846404676,0.04688333625101343,1.5,8.0,1.5
C_removed,0,0,1,lemniscate,0.10187618610956167,0.1018761861095617,0,500,,0.003496012381139839,6.30497293072837e-05,15.723291584746853,62.691044010577045,55.4484915248632,1.064927701497267,29.888104624833634,4.106083306725461,0.04626049044709752,0.04644860593790992,1.5,8.0,1.5
C_removed,0,0,2,lemniscate,0.10178421841601194,0.10178421841601194,0,500,,0.0032491518534306096,5.867594049239838e-05,15.502275861543934,70.00065423816321,55.37451681497198,1.062788042528233,30.27145890702046,3.7354434745846246,0.047474274362334624,0.04521457334870224,1.5,8.0,1.5
C_removed,0,1,0,lemniscate,0.10191478811622255,0.1019147881162226,0,500,,0.003420568010945492,6.17866740912942e-05,16.064304377529464,58.756395770214944,55.360934396490734,1.0624078590081476,30.15546713517151,4.093324388719737,0.046880576375178826,0.04737577166179894,1.5,8.0,1.5
C_removed,0,1,1,lemniscate,0.10662217879245021,0.10662217879245026,0,500,,0.002932559826279394,5.2995382382928086e-05,14.816713606416466,66.58734249059546,55.33613862977027,1.0617104760251446,29.31473798050634,4.120722558467501,0.0494864360914968,0.04921143959052343,1.5,8.0,1.5
C_removed,0,1,2,lemniscate,0.1033233383728911,0.10332333837289111,0,500,,0.0031897860979299654,5.758745808130223e-05,15.221862970287244,63.57278014185922,55.390291640006254,1.0632451526211322,30.216123186486648,3.995627526384851,0.048676984768442656,0.045971552230064265,1.5,8.0,1.5
C_removed,0,2,0,lemniscate,0.09781410384243709,0.09781410384243712,0,500,,0.003148631397183789,5.6815392180451665e-05,15.317014814197991,55.6681187313187,55.41863351366835,1.0641307879700665,30.18772676243941,3.865130088638172,0.045272170586776295,0.04422116287640262,1.5,8.0,1.5
C_removed,0,2,1,lemniscate,0.10570504853743613,0.10570504853743615,0,500,,0.0032964602075572207,5.951592654031401e-05,15.542010915742974,59.071219836694446,55.38786673050135,1.063227623498393,29.928124486928223,4.151243547441404,0.04926439866521982,0.05049648021294889,1.5,8.0,1.5
C_removed,0,2,2,lemniscate,0.1011752335097345,0.10117523350973451,0,500,,0.0034266628564851936,6.183574142291755e-05,16.145749905755416,59.49033112709692,55.41556998644161,1.0639736030073426,29.833938057893786,3.8914780328782697,0.04519520059390855,0.04802050226915671,1.5,8.0,1.5
C_removed,0,3,0,lemniscate,0.10317103217572048,0.10317103217572049,0,500,,0.0029779120092955505,5.3762863289577294e-05,14.958396837173265,55.347399977835,55.389758414761765,1.0632112142535828,30.026920638089543,3.9895695866904943,0.05012578189111585,0.04570613115202409,1.5,8.0,1.5
C_removed,0,3,1,lemniscate,0.1037763597743656,0.10377635977436561,0,500,,0.0036949900281823614,6.680381994789954e-05,16.664534102117088,62.19340987719653,55.31105902423084,1.060975304525031,29.791814292844435,4.223780977938179,0.04809362563581517,0.04712168143959158,1.5,8.0,1.5
