env_id,episode_id,end_global_step,length_steps,duration_s,reason
2,0,45,45,0.9,truncated
3,0,111,111,2.22,truncated
1,0,189,189,3.7800000000000002,truncated
0,0,315,315,6.3,truncated
2,1,544,499,9.98,truncated
3,1,610,499,9.98,truncated
1,1,688,499,9.98,truncated
0,1,814,499,9.98,truncated
2,2,1043,499,9.98,truncated
3,2,1109,499,9.98,truncated
1,2,1187,499,9.98,truncated
0,2,1313,499,9.98,truncated
