wall_time,step,value
1787764563.810133,11000,-10.05325698852539
1787764579.694921,12000,-22.071535110473633
1787764595.3415847,13000,-32.664058685302734
1787764610.9537983,14000,-43.358367919921875
1787764626.6052046,15000,-53.14130401611328
1787764641.8557453,16000,-63.876564025878906
1787764656.4353526,17000,-72.9300308227539
1787764670.7539983,18000,-76.65253448486328
1787764685.1089191,19000,-78.12886810302734
1787764699.3865685,20000,-77.12618255615234
1787764713.726259,21000,-74.9914321899414
1787764727.9888463,22000,-72.19502258300781
1787764742.1837306,23000,-69.12271881103516
1787764756.2969587,24000,-65.56623077392578
1787764770.471745,25000,-63.359375
1787764784.6356363,26000,-60.72542190551758
1787764798.7041192,27000,-59.25595474243164
1787764812.7410536,28000,-58.408592224121094
1787764826.7321744,29000,-58.22203826904297
1787764840.8176117,30000,-55.69742965698242
1787764854.921148,31000,-55.271331787109375
1787764868.9706163,32000,-53.85750198364258
1787764883.0807357,33000,-52.974517822265625
1787764897.016704,34000,-51.599796295166016
1787764911.1000779,35000,-49.26506042480469
1787764925.0896826,36000,-46.78120422363281
1787764939.1137543,37000,-45.055076599121094
1787764953.18375,38000,-43.032630920410156
1787764967.1247723,39000,-41.21489715576172
1787764981.2334507,40000,-40.28145980834961
1787764995.29206,41000,-39.110355377197266
1787765009.201775,42000,-37.64064025878906
1787765023.237489,43000,-36.186100006103516
1787765037.2145786,44000,-35.10465621948242
1787765051.3162808,45000,-33.78667068481445
1787765065.2607772,46000,-32.31509017944336
1787765079.3164132,47000,-31.61772346496582
1787765096.0098417,48000,-30.964984893798828
1787765116.986616,49000,-30.09233283996582
1787765138.0007806,50000,-30.4932804107666
1787765158.920846,51000,-30.57415008544922
1787765179.8465707,52000,-30.20746612548828
1787765200.7933092,53000,-30.077951431274414
1787765221.759504,54000,-29.890165328979492
1787765242.7833195,55000,-30.19990348815918
1787765263.481552,56000,-30.070783615112305
1787765284.1414917,57000,-29.40911102294922
1787765304.936121,58000,-28.956783294677734
1787765325.5683682,59000,-28.47088623046875
1787765346.337577,60000,-27.710859298706055
1787765367.0880225,61000,-27.48554229736328
1787765387.7277532,62000,-26.891834259033203
1787765408.3879614,63000,-26.844823837280273
1787765428.9937847,64000,-26.207178115844727
1787765449.6604865,65000,-26.096954345703125
