env_id,episode_id,end_global_step,length_steps,duration_s,reason
2,0,54,54,1.08,terminated
3,0,55,55,1.1,terminated
1,0,67,67,1.34,terminated
0,0,68,68,1.36,terminated
3,1,112,57,1.1400000000000001,terminated
2,1,113,59,1.18,terminated
1,1,116,49,0.98,terminated
0,1,125,57,1.1400000000000001,terminated
2,2,165,52,1.04,terminated
3,2,173,61,1.22,terminated
1,2,174,58,1.16,terminated
0,2,177,52,1.04,terminated
