run_tag,seed,env_id,episode_idx,traj_type,rmse_pos,rmse_vel,terminated,steps,total_reward,thrust5_mean_N,thrust5_impulse_frac,w5_mean_rads,w5_max_rads,thrust_total_mean_N,power_mean,heading_err_deg,heading_align,att_err_pd,z_err_mean,traj_amplitude,traj_period,traj_z
v4_obs_tail_norm2,0,0,1,lemniscate,1.1064079320212203,1.84086953395462,1,1000,,4.304994502796135,0.0738802301240684,599.7787043830157,999.337890625,58.26991193133373,1.2429466871859232,46.36579548490712,0.7564932849739084,1.5721029044030939,0.2695697802901268,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,2,lemniscate,1.1366122560820222,1.87254809756478,1,1000,,4.250244693003389,0.07277595199376634,593.1934160407782,999.339111328125,58.40177389046654,1.2494783420914337,46.48351959389353,0.7543115251444498,1.5826329435061102,0.26827597874403,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,3,lemniscate,1.1225211581795487,1.8552053774838013,1,1000,,4.247903726413175,0.07289037790065188,593.642607339263,999.3381958007812,58.277976445711154,1.244036281960551,46.318530470185635,0.7564600715943759,1.5773231052509231,0.2684168938994408,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,4,lemniscate,1.1452321325040768,1.8771010601364633,1,1000,,4.239237463538262,0.07256511718449626,591.4917298653125,999.3384399414062,58.41977010469139,1.2508357388736286,46.47757297727771,0.7545135389416978,1.584178870476692,0.26843257689476013,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,5,lemniscate,1.1404419877550573,1.8728941632994833,1,1000,,4.237590146134073,0.07258543840073536,591.7931368359327,999.339599609375,58.38071987302541,1.248990172054565,46.43373213958465,0.755005544001767,1.5828222774267755,0.2686441036462784,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,6,lemniscate,1.1647842084779945,1.9021835618786924,1,1000,,4.259076926978677,0.0726385964804095,592.6417803965807,999.3388061523438,58.63379984396232,1.2595091474950006,46.77389527779554,0.7510089830555852,1.5915241860983838,0.2724660474658012,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,7,lemniscate,1.1581490184400878,1.8928839933516322,1,1000,,4.253795123025228,0.07263985622939777,592.1786958891154,999.339111328125,58.56007079077468,1.2566013082613154,46.66405060953302,0.752385668632775,1.5887374487122274,0.27023928332328795,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,8,lemniscate,1.141907934744035,1.8741901530732936,1,1000,,4.237839283142641,0.07257611207644231,591.6927012885809,999.3395385742188,58.39165480067392,1.2495207572745066,46.445357436754286,0.7548790871119105,1.5831795613382105,0.2686304526925087,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,9,lemniscate,1.1508004549579312,1.8889768217646092,1,1000,,4.259129294547073,0.07275948934907958,593.1521139832735,999.338623046875,58.53709712162721,1.255230978916798,46.6344604384554,0.7525135266906983,1.5873410487731308,0.2691068606376648,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,10,lemniscate,1.1197769093405299,1.8521457302581672,1,1000,,4.253085191945111,0.0729932204062491,594.2146757203341,999.33935546875,58.26685229497006,1.2434709661040868,46.30270378818092,0.7567444744606275,1.576046196722305,0.26836780458688736,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,11,lemniscate,1.144346896948667,1.8774437747638577,1,1000,,4.2417526233689165,0.07260421235544624,591.8407267653943,999.3387451171876,58.42295489141453,1.2508727431590232,46.48878710725073,0.754378328642263,1.5841774991267374,0.2686248511075974,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,12,lemniscate,1.157378770887641,1.8952673706232668,1,1000,,4.260697232722495,0.07272233314613658,592.9964685583114,999.3388061523438,58.58856624086252,1.2574581025932539,46.7047196598889,0.7517521010256314,1.5893204596199957,0.27021037209033966,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,13,lemniscate,1.11775099795711,1.8504155862511946,1,1000,,4.259132725397391,0.07310002952572615,594.8662909460068,999.3392333984376,58.264446034162965,1.2432854987286746,46.304703317825975,0.7567879451411171,1.5753343456884035,0.26840197306871416,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,14,lemniscate,1.137346302218185,1.8727145913726095,1,1000,,4.249321736989602,0.07275933034252419,593.0361259407997,999.3384399414062,58.40243054719384,1.2495468134182084,46.48387896678464,0.7543167392272524,1.5826883747577054,0.2681510452032089,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,15,lemniscate,1.1091552661494815,1.8436472428660144,1,1000,,4.29470251099343,0.07370094531407526,598.5921736991405,999.3388061523438,58.272013916397306,1.2431357021734706,46.36999915065407,0.7563147040939159,1.5731003742659868,0.2688304955363274,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,16,lemniscate,1.1361694880239557,1.8726557499747283,1,1000,,4.2558292633119,0.07285249874892066,593.6548358675242,999.339111328125,58.417066489088015,1.250018653379409,46.50618989234942,0.7539940908848404,1.582667639030619,0.267768358707428,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,17,lemniscate,1.1293492892373513,1.8630537680617087,1,1000,,4.24452322539882,0.07277133425499846,593.0804339632988,999.338623046875,58.32685725570953,1.2462654721501711,46.37979005805809,0.7555506811820192,1.5800221153110348,0.2682142761349678,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,18,lemniscate,1.1615591114439965,1.8985541238522354,1,1000,,4.2606351888003555,0.07268800547959245,592.7924456089735,999.337890625,58.615381735801684,1.2587021767857067,46.74423701786437,0.751341454870941,1.59044129575834,0.2711350511312485,1.5,8.0,1.5
v4_obs_tail_norm2,0,0,19,lemniscate,1.1278879273051172,1.8609377349458194,1,1000,,4.246392587094163,0.07281153715000446,593.282578600049,999.339599609375,58.32032605417812,1.2459387039256258,46.36403274807627,0.7557160911373821,1.579482844388364,0.26782346069812774,1.5,8.0,1.5
