controller,env_id,episode_id,episode_step,global_step,t,x,y,z,vx,vy,vz,speed,ref_x,ref_y,ref_z,ref_vx,ref_vy,ref_vz
lqr,0,1,1,29,0.02,5.340215682983398,-5.1445159912109375,0.9969065189361572,4.268710136413574,-1.8132356405258179,-0.03875434026122093,4.638017654418945,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,3,29,0.06,5.436373233795166,5.655894756317139,0.7099849581718445,1.4181052446365356,2.1315090656280518,-0.9424806237220764,2.7281172275543213,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,2,29,0.04,-4.135160446166992,-4.666059970855713,0.9366678595542908,4.9213714599609375,1.9003045558929443,-0.3603898882865906,5.287810325622559,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,5,29,0.1,-5.042048931121826,3.8898918628692627,0.8894402384757996,-0.05741310864686966,-1.5156577825546265,-0.15095116198062897,1.524237871170044,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,2,30,0.04,4.996741771697998,-5.001626014709473,0.9938361644744873,-0.0015254177851602435,-0.023044690489768982,-0.08945862203836441,0.0923917144536972,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,4,30,0.08,4.988798141479492,4.985023021697998,0.9725637435913086,-0.06780386716127396,-0.07171449810266495,-0.21046239137649536,0.23245376348495483,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,3,30,0.06,-5.001535892486572,-5.002350330352783,0.9882691502571106,-0.07624275237321854,-0.004506374709308147,-0.09090409427881241,0.11873002350330353,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,6,30,0.12,-5.0186567306518555,4.94474458694458,0.9122196435928345,-0.1150975376367569,-0.24133671820163727,-0.471481055021286,0.5420196056365967,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,2,30,0.04,5.556796550750732,-5.236513614654541,0.994939386844635,3.1684694290161133,-1.3458694219589233,-0.02878953143954277,3.442584991455078,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,4,30,0.08,5.507709503173828,5.763118743896484,0.6625744104385376,1.041373610496521,1.5652587413787842,-0.6920967698097229,2.0033700466156006,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,3,30,0.06,-3.887523889541626,-4.57043981552124,0.9185331463813782,3.6152684688568115,1.3959672451019287,-0.26475340127944946,3.8844542503356934,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,6,30,0.12,-5.044938087463379,3.8136496543884277,0.8818467855453491,-0.042159438133239746,-1.112989068031311,-0.11084802448749542,1.1192896366119385,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,3,31,0.06,4.99622917175293,-5.001063823699951,0.9863618612289429,-0.013509336858987808,0.0325302816927433,-0.1496543288230896,0.15374374389648438,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,5,31,0.1,4.9866790771484375,4.979571342468262,0.9588622450828552,-0.012102365493774414,-0.10449068993330002,-0.24113836884498596,0.2630826532840729,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,4,31,0.08,-5.005360126495361,-5.002781391143799,0.9812696576118469,-0.05479418858885765,-0.009095748886466026,-0.13505545258522034,0.1460312008857727,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,7,31,0.14,-5.023676872253418,4.9314985275268555,0.8839077949523926,-0.061182402074337006,-0.20605628192424774,-0.47214382886886597,0.5187699794769287,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,3,31,0.06,5.7162275314331055,-5.304234504699707,0.9934902191162109,2.327587604522705,-0.9886847138404846,-0.021161843091249466,2.528954267501831,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,5,31,0.1,5.560093402862549,5.841856002807617,0.627759575843811,0.7647116184234619,1.1494145393371582,-0.5082244277000427,1.4711321592330933,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,4,31,0.08,-3.7056612968444824,-4.500217437744141,0.9052149057388306,2.6548407077789307,1.0251145362854004,-0.19442148506641388,2.8525145053863525,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,7,31,0.14,-5.047057628631592,3.757662296295166,0.8762707710266113,-0.03095857985317707,-0.8172956109046936,-0.08139779418706894,0.8219221830368042,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,4,32,0.08,4.995495319366455,-5.000374794006348,0.9739266037940979,-0.011240511201322079,-0.003589385887607932,-0.24839483201503754,0.24867494404315948,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,6,32,0.12,4.987643241882324,4.973610877990723,0.941245436668396,0.03620622679591179,-0.09566585719585419,-0.3311018943786621,0.3465419113636017,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,5,32,0.1,-5.010591983795166,-5.002549171447754,0.9723880887031555,-0.11027974635362625,0.013104557991027832,-0.157285675406456,0.19254125654697418,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,8,32,0.16,-5.026771545410156,4.921081066131592,0.8541151881217957,-0.04469956085085869,-0.1504947692155838,-0.5139756202697754,0.5374175906181335,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,4,32,0.08,5.833316326141357,-5.353970527648926,0.9924254417419434,1.709237813949585,-0.7260227203369141,-0.015543258748948574,1.8571064472198486,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,6,32,0.12,5.598560333251953,5.89967679977417,0.6021942496299744,0.5615525841712952,0.8440393209457397,-0.37320172786712646,1.0802885293960571,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,5,32,0.1,-3.572113513946533,-4.448651313781738,0.8954348564147949,1.949527621269226,0.7527743577957153,-0.1427694857120514,2.094686269760132,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,8,32,0.16,-5.048614978790283,3.7165496349334717,0.8721761107444763,-0.022738678380846977,-0.6001587510108948,-0.059772200882434845,0.6035563349723816,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,5,33,0.1,4.996514320373535,-5.001713752746582,0.9569410681724548,0.037137459963560104,-0.03567873314023018,-0.3078797459602356,0.31215715408325195,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,7,33,0.14,4.990658283233643,4.965925693511963,0.9210729598999023,0.060350432991981506,-0.1512930989265442,-0.33985400199890137,0.3768720328807831,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,6,33,0.12,-5.018123149871826,-5.001093864440918,0.9594953060150146,-0.13637936115264893,0.03225662559270859,-0.25601688027381897,0.2918637692928314,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,9,33,0.18,-5.031181335449219,4.91399621963501,0.8223111629486084,-0.09400398284196854,-0.09494619816541672,-0.5415580868721008,0.55779629945755,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,5,33,0.1,5.919297218322754,-5.390494346618652,0.9916434288024902,1.2551409006118774,-0.5331327319145203,-0.01141406036913395,1.3637226819992065,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,7,33,0.14,5.62680721282959,5.942134857177734,0.5834208726882935,0.412365585565567,0.6197963356971741,-0.2740512192249298,0.7932823896408081,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,6,33,0.12,-3.474047899246216,-4.4107842445373535,0.8882529139518738,1.4315917491912842,0.5527834296226501,-0.10483906418085098,1.5381858348846436,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,9,33,0.18,-5.049758434295654,3.686359405517578,0.8691694736480713,-0.01669764518737793,-0.44071048498153687,-0.04389221593737602,0.44320544600486755,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,6,34,0.12,4.997881889343262,-5.004083633422852,0.9350126385688782,0.012603728100657463,-0.04227975383400917,-0.4066106379032135,0.408997118473053,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,8,34,0.16,4.99412202835083,4.9563164710998535,0.8991639614105225,0.055962350219488144,-0.16649512946605682,-0.3832126557826996,0.4215499460697174,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,7,34,0.14,-5.025527477264404,-4.998941898345947,0.9437788128852844,-0.11407047510147095,0.03843952342867851,-0.26618069410324097,0.29213324189186096,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,10,34,0.2,-5.038766384124756,4.909763813018799,0.79009610414505,-0.14946702122688293,-0.053108226507902145,-0.533598005771637,0.5566756129264832,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,6,34,0.12,5.982436180114746,-5.417313098907471,0.9910692572593689,0.9216731786727905,-0.39148515462875366,-0.008380950428545475,1.001405119895935,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,8,34,0.16,5.647551536560059,5.973311424255371,0.5696352124214172,0.3028101623058319,0.45513492822647095,-0.201242595911026,0.5825293064117432,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,7,34,0.14,-3.402034044265747,-4.382976531982422,0.8829790353775024,1.051257848739624,0.4059213101863861,-0.07698480039834976,1.129531741142273,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,10,34,0.2,-5.050598621368408,3.6641902923583984,0.866961658000946,-0.012261147610843182,-0.32362475991249084,-0.03223183751106262,0.3254569172859192,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,7,35,0.14,4.999051570892334,-5.0066118240356445,0.9074271321296692,0.024428807199001312,-0.04204728826880455,-0.4977196455001831,0.5000895857810974,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,9,35,0.18,4.998794078826904,4.945584297180176,0.8734557628631592,0.09350237250328064,-0.18771255016326904,-0.46079879999160767,0.5062748193740845,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,8,35,0.16,-5.034307479858398,-4.996957778930664,0.9274104237556458,-0.1693398505449295,0.029227035120129585,-0.277532160282135,0.32642656564712524,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,11,35,0.22,-5.04967737197876,4.908520698547363,0.7567651867866516,-0.20492731034755707,0.0024389566387981176,-0.5711658000946045,0.606820821762085,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,7,35,0.14,6.028799533843994,-5.437005043029785,0.9906473755836487,0.676807701587677,-0.2874854803085327,-0.006153303664177656,0.7353600859642029,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,9,35,0.18,5.662783145904541,5.996206283569336,0.5595120787620544,0.22236180305480957,0.3342195153236389,-0.1477770358324051,0.4277680516242981,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,8,35,0.16,-3.3491532802581787,-4.362557411193848,0.8791064620018005,0.7719678282737732,0.298075407743454,-0.056531064212322235,0.8294450044631958,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,11,35,0.22,-5.051216125488281,3.647911310195923,0.8653402328491211,-0.009000820107758045,-0.23764543235301971,-0.023668143898248672,0.2389906793832779,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,8,36,0.16,4.999411582946777,-5.011082172393799,0.87542325258255,-0.007137306034564972,-0.09766970574855804,-0.5588813424110413,0.5673964023590088,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,10,36,0.2,5.002460479736328,4.9361467361450195,0.8459606766700745,0.038007255643606186,-0.1355823427438736,-0.4564194977283478,0.47764620184898376,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,9,36,0.18,-5.0425190925598145,-4.994908809661865,0.9083049893379211,-0.11362233757972717,0.03767295181751251,-0.3476370573043823,0.3676694333553314,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,12,36,0.24,-5.062166213989258,4.908871650695801,0.7210426330566406,-0.21039128303527832,0.008280254900455475,-0.6126678586006165,0.6478387117385864,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,8,36,0.16,6.0628437995910645,-5.451467037200928,0.9903375506401062,0.49700307846069336,-0.21110226213932037,-0.004516538232564926,0.539996862411499,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,10,36,0.2,5.6739678382873535,6.013020038604736,0.5520784258842468,0.16328853368759155,0.24541960656642914,-0.10851671546697617,0.31411752104759216,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,9,36,0.18,-3.3103203773498535,-4.34756326675415,0.8762630224227905,0.5668728351593018,0.21888747811317444,-0.041512344032526016,0.6090811491012573,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,12,36,0.24,-5.051668167114258,3.6359572410583496,0.8641495704650879,-0.006609098985791206,-0.17451195418834686,-0.017379766330122948,0.17549973726272583,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,9,37,0.18,4.99781608581543,-5.0149970054626465,0.8408052325248718,-0.040442947298288345,-0.042082011699676514,-0.5898858904838562,0.592766284942627,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,11,37,0.22,5.0030717849731445,4.929956912994385,0.8152387738227844,-0.009624707512557507,-0.08002084493637085,-0.5517447590827942,0.5576004385948181,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,10,37,0.2,-5.051162242889404,-4.9919819831848145,0.8850011229515076,-0.16573336720466614,0.05671996250748634,-0.4175090193748474,0.45276758074760437,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,13,37,0.26,-5.074585437774658,4.907962799072266,0.6839593052864075,-0.20456354320049286,-0.0319010466337204,-0.6218993067741394,0.6554560661315918,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,9,37,0.18,6.087843894958496,-5.462084770202637,0.990110456943512,0.36496567726135254,-0.15502381324768066,-0.0033163742627948523,0.39653918147087097,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,11,37,0.22,5.6821818351745605,6.025364398956299,0.546619713306427,0.119910828769207,0.1802152544260025,-0.07968603074550629,0.23066428303718567,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,10,37,0.2,-3.281804323196411,-4.336552143096924,0.8741745948791504,0.4162677824497223,0.16073258221149445,-0.030482904985547066,0.4472617208957672,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,13,37,0.26,-5.051999568939209,3.6271779537200928,0.8632755875587463,-0.004863300826400518,-0.12814532220363617,-0.012763220816850662,0.1288711577653885,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,10,38,0.2,4.996589660644531,-5.019469738006592,0.8030546307563782,-0.006094905082136393,-0.09771883487701416,-0.657241702079773,0.6644943952560425,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,12,38,0.24,5.0044426918029785,4.923208236694336,0.7799786925315857,0.04608763009309769,-0.13566520810127258,-0.6133317351341248,0.6298452019691467,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,11,38,0.22,-5.062849044799805,-4.98967170715332,0.8577760457992554,-0.2154584676027298,0.025444649159908295,-0.479633092880249,0.5264196991920471,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,14,38,0.28,-5.088802337646484,4.904102325439453,0.6470819115638733,-0.2600374221801758,-0.08752069622278214,-0.6094157099723816,0.6683313846588135,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,10,38,0.2,6.106201648712158,-5.469881057739258,0.98994380235672,0.26800668239593506,-0.11384554952383041,-0.0024354986380785704,0.2911946475505829,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,12,38,0.24,5.688215255737305,6.034430503845215,0.5426111817359924,0.08804505318403244,0.1323392242193222,-0.05851555988192558,0.16938026249408722,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,11,38,0.22,-3.260864496231079,-4.328466892242432,0.8726413249969482,0.30567434430122375,0.11803125590085983,-0.02238425239920616,0.3284345269203186,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,14,38,0.28,-5.052242755889893,3.620731830596924,0.8626334071159363,-0.0035712847020477057,-0.09409935027360916,-0.009372006170451641,0.09463232755661011,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,11,39,0.22,4.9968953132629395,-5.023386478424072,0.7640566825866699,0.01313868910074234,-0.04213838279247284,-0.6447703242301941,0.6462793946266174,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,13,39,0.26,5.008238792419434,4.915751934051514,0.7402468323707581,0.0755666121840477,-0.11613883823156357,-0.6970982551574707,0.7107352018356323,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,12,39,0.24,-5.07493782043457,-4.987339019775391,0.8293092846870422,-0.19142626225948334,0.04845235496759415,-0.4707352817058563,0.5104736685752869,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,15,39,0.3,-5.103416919708252,4.89961576461792,0.6105119585990906,-0.23175063729286194,-0.06569342315196991,-0.6095564365386963,0.6554258465766907,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,11,39,0.22,6.119681358337402,-5.4756059646606445,0.989821195602417,0.1968134641647339,-0.08361049741506577,-0.001788256224244833,0.2138444483280182,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,13,39,0.26,5.692641258239746,6.041087627410889,0.5396674871444702,0.06466373801231384,0.0971783772110939,-0.042968664318323135,0.1243838518857956,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,12,39,0.24,-3.245488405227661,-4.32252836227417,0.8715152740478516,0.22446508705615997,0.08667194843292236,-0.016437383368611336,0.24117791652679443,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,15,39,0.3,-5.052423000335693,3.6159982681274414,0.8621621131896973,-0.002623666310682893,-0.06909940391778946,-0.006882723420858383,0.06949087977409363,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,12,40,0.24,4.998399257659912,-5.024816513061523,0.7241222262382507,0.033658936619758606,-0.010727401822805405,-0.68043452501297,0.6813509464263916,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,14,40,0.28,5.014721870422363,4.906948566436768,0.6988569498062134,0.13126106560230255,-0.16857977211475372,-0.6846389174461365,0.7172022461891174,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,13,40,0.26,-5.0871477127075195,-4.984560966491699,0.7991535663604736,-0.21213184297084808,0.044774409383535385,-0.5253473520278931,0.5683260560035706,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,16,40,0.32,-5.116561412811279,4.895284652709961,0.5704827308654785,-0.20996423065662384,-0.07680908590555191,-0.7082995772361755,0.742746889591217,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,12,40,0.24,6.12958288192749,-5.4798126220703125,0.9897311925888062,0.14452558755874634,-0.061400432139635086,-0.0013124254764989018,0.1570330560207367,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,14,40,0.28,5.695894241333008,6.045975685119629,0.5375059247016907,0.04748642444610596,0.07136332988739014,-0.03155243396759033,0.09134134650230408,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,13,40,0.26,-3.234196186065674,-4.318167686462402,0.8706883788108826,0.16482800245285034,0.06363976001739502,-0.01206966768950224,0.17709875106811523,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,16,40,0.32,-5.052556037902832,3.6125218868255615,0.8618158102035522,-0.0019298912957310677,-0.05073757842183113,-0.005053906701505184,0.05102517455816269,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,13,41,0.26,4.998476505279541,-5.023515701293945,0.6811112761497498,-0.02184656262397766,0.04483082517981529,-0.7428486347198486,0.7445207834243774,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,15,41,0.3,5.024545669555664,4.898087978363037,0.6562085151672363,0.18694792687892914,-0.1327102780342102,-0.7294977903366089,0.7646754384040833,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,14,41,0.28,-5.1018195152282715,-4.981751441955566,0.7651583552360535,-0.26761725544929504,0.048296838998794556,-0.5960397720336914,0.655144989490509,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,17,41,0.34,-5.127211093902588,4.892455577850342,0.5276708006858826,-0.15426930785179138,-0.025989513844251633,-0.7172772884368896,0.7341398000717163,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,13,41,0.26,6.13685417175293,-5.4829020500183105,0.9896652102470398,0.10612351447343826,-0.04507933184504509,-0.0009640763746574521,0.11530514061450958,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,15,41,0.3,5.698283672332764,6.049564838409424,0.5359187126159668,0.03487129509449005,0.05240350589156151,-0.023169567808508873,0.06707431375980377,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,14,41,0.28,-3.225904703140259,-4.314968109130859,0.8700814843177795,0.12103679031133652,0.0467374213039875,-0.008863520808517933,0.1300494223833084,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,17,41,0.34,-5.052652359008789,3.609968900680542,0.8615614175796509,-0.0014133532531559467,-0.03725624084472656,-0.0037108822725713253,0.03746725991368294,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,14,42,0.28,4.999114990234375,-5.022772789001465,0.6353358030319214,0.03386816754937172,-0.010817300528287888,-0.7772679924964905,0.7780807018280029,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,16,42,0.32,5.033976078033447,4.892070293426514,0.6089832186698914,0.13593396544456482,-0.07713862508535385,-0.8282175064086914,0.8428360819816589,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,15,42,0.3,-5.118405342102051,-4.976979732513428,0.7269163131713867,-0.28270089626312256,0.10182643681764603,-0.6668782234191895,0.731447160243988,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,18,42,0.36,-5.137294769287109,4.892841339111328,0.4829918146133423,-0.1778763383626938,0.02956569381058216,-0.7641929388046265,0.7851783633232117,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,14,42,0.28,6.142191410064697,-5.485169887542725,0.9896168112754822,0.07792679965496063,-0.033106837421655655,-0.0007082079537212849,0.08467083424329758,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,16,42,0.32,5.70003604888916,6.052200794219971,0.534753143787384,0.025606786832213402,0.038485653698444366,-0.017013397067785263,0.04925757646560669,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,15,42,0.3,-3.2198166847229004,-4.312615871429443,0.8696357607841492,0.08888398110866547,0.03432033956050873,-0.006509792059659958,0.09550195932388306,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,18,42,0.36,-5.0527238845825195,3.6080946922302246,0.8613749146461487,-0.001036366680637002,-0.027357006445527077,-0.0027250046841800213,0.027511917054653168,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,15,43,0.3,5.00309419631958,-5.024840354919434,0.5852437019348145,0.08954303711652756,-0.05136304348707199,-0.8760147094726562,0.8820759057998657,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,17,43,0.34,5.041402816772461,4.885976314544678,0.5576074719429016,0.11511242389678955,-0.11901294440031052,-0.8762935400009155,0.8917989730834961,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
rl,2,1,16,43,0.32,-5.133419036865234,-4.969673156738281,0.6873399019241333,-0.22697778046131134,0.13604052364826202,-0.6544183492660522,0.7058960795402527,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
rl,3,1,19,43,0.38,-5.149163246154785,4.894331455230713,0.4346300959587097,-0.21199096739292145,0.021447783336043358,-0.8359094262123108,0.8626382946968079,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
lqr,0,1,15,43,0.3,6.146111488342285,-5.486833572387695,0.9895812273025513,0.057229164987802505,-0.02430812641978264,-0.000520174449775368,0.062179844826459885,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
lqr,1,1,17,43,0.34,5.701326847076416,6.054137229919434,0.5338973999023438,0.01879824325442314,0.028255227953195572,-0.012493723072111607,0.03616386279463768,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
lqr,2,1,16,43,0.32,-3.215345621109009,-4.31088924407959,0.8693080544471741,0.06527145951986313,0.02520117536187172,-0.004780178889632225,0.07013068348169327,-3.2029869556427,-4.306119441986084,0.871523380279541,0.0,0.0,0.0
lqr,3,1,19,43,0.38,-5.052774906158447,3.6067187786102295,0.861237645149231,-0.0007656727684661746,-0.02008914388716221,-0.002000720240175724,0.020203040912747383,-5.052920341491699,3.6029152870178223,0.863979160785675,0.0,0.0,0.0
rl,0,1,16,44,0.32,5.006689071655273,-5.025976181030273,0.5314062237739563,0.03883162513375282,0.0042236498557031155,-0.9124855399131775,0.9133211970329285,6.156947135925293,-5.4914374351501465,0.9926030039787292,0.0,0.0,0.0
rl,1,1,18,44,0.36,5.050259113311768,4.879996299743652,0.5041570067405701,0.17082542181015015,-0.08586465567350388,-0.9012381434440613,0.9212948679924011,5.704885482788086,6.059487342834473,0.534652054309845,0.0,0.0,0.0
