env_id,episode_id,end_global_step,length_steps,duration_s,reason
0,0,26,26,0.52,truncated
1,0,228,228,4.5600000000000005,truncated
3,0,284,284,5.68,truncated
2,0,333,333,6.66,truncated
0,1,525,499,9.98,truncated
1,1,727,499,9.98,truncated
3,1,783,499,9.98,truncated
2,1,832,499,9.98,truncated
0,2,1024,499,9.98,truncated
1,2,1226,499,9.98,truncated
3,2,1282,499,9.98,truncated
2,2,1331,499,9.98,truncated
