env_id,episode_id,end_global_step,length_steps,duration_s,reason
0,0,141,141,2.82,truncated
1,0,167,167,3.34,truncated
3,0,181,181,3.62,truncated
2,0,314,314,6.28,truncated
0,1,640,499,9.98,truncated
1,1,658,491,9.82,terminated
3,1,680,499,9.98,truncated
2,1,813,499,9.98,truncated
0,2,1139,499,9.98,truncated
1,2,1157,499,9.98,truncated
3,2,1179,499,9.98,truncated
2,2,1312,499,9.98,truncated
