controller,env_id,episode_id,episode_step,global_step,t,x,y,z,vx,vy,vz,speed,goal_x,goal_y,goal_z,fx_body,fy_body,fz_body,body_force_norm,tx_body,ty_body,tz_body,body_torque_norm
rl,0,0,0,0,0.0,5.0,-5.0,1.0,0.0,0.0,0.0,0.0,5.257981300354004,-5.632540702819824,0.5323451161384583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rl,1,0,0,0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,5.83720064163208,5.415963649749756,0.5091406106948853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rl,2,0,0,0,0.0,-5.0,-5.0,1.0,0.0,0.0,0.0,0.0,-6.071106910705566,-3.7391061782836914,1.1428507566452026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rl,3,0,0,0,0.0,-5.0,5.0,1.0,0.0,0.0,0.0,0.0,-6.6473774909973145,3.470029354095459,0.7126768231391907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lqr,0,0,0,0,0.0,5.0,-5.0,1.0,0.0,0.0,0.0,0.0,5.257981300354004,-5.632540702819824,0.5323451161384583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lqr,1,0,0,0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,5.83720064163208,5.415963649749756,0.5091406106948853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lqr,2,0,0,0,0.0,-5.0,-5.0,1.0,0.0,0.0,0.0,0.0,-6.071106910705566,-3.7391061782836914,1.1428507566452026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lqr,3,0,0,0,0.0,-5.0,5.0,1.0,0.0,0.0,0.0,0.0,-6.6473774909973145,3.470029354095459,0.7126768231391907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rl,0,0,1,1,0.02,5.000502109527588,-5.000555992126465,0.999977707862854,0.025187985971570015,-0.02780226804316044,-0.0011082342825829983,0.03753170371055603,5.257981300354004,-5.632540702819824,0.5323451161384583,1.359081745147705,-1.4999980926513672,15.81869125366211,15.947667121887207,-1.3754184692515992e-05,-0.0009969155071303248,-4.391340189613402e-05,0.0009979769820347428
rl,1,0,1,1,0.02,5.000406742095947,5.000483989715576,0.999553918838501,0.02035718970000744,0.024228932335972786,-0.022295163944363594,0.038710858672857285,5.83720064163208,5.415963649749756,0.5091406106948853,1.0985040664672852,1.3070573806762695,14.675518035888672,14.774503707885742,-0.0006745970458723605,-0.00096976786153391,6.182360084494576e-05,0.0011829425347968936
rl,2,0,1,1,0.02,-5.000555515289307,-4.999538898468018,1.0001164674758911,-0.027812708169221878,0.02304919809103012,0.005818500649183989,0.036587800830602646,-6.071106910705566,-3.7391061782836914,1.1428507566452026,-1.5005435943603516,1.243539571762085,16.192119598388672,16.308977127075195,-0.0006968143279664218,-0.0017993805231526494,3.2500924135092646e-05,0.0019298644037917256
