env_id,episode_id,end_global_step,length_steps,duration_s,reason
2,0,50,50,1.0,truncated
0,0,78,78,1.56,truncated
1,0,410,410,8.2,truncated
3,0,480,480,9.6,truncated
2,1,549,499,9.98,truncated
0,1,577,499,9.98,truncated
1,1,909,499,9.98,truncated
3,1,979,499,9.98,truncated
2,2,1048,499,9.98,truncated
0,2,1076,499,9.98,truncated
1,2,1408,499,9.98,truncated
3,2,1478,499,9.98,truncated
